1 220.93 4.42812 1.79769e+308 1.79769e+308 inf inf
2 2.10887 0.649786 1.79769e+308 1.79769e+308 inf inf
3 0.517011 0.331041 0.649786 0.0243754 505.831 97.9707
4 0.298474 0.286745 0.331041 0.0171604 361.045 82.2022
5 0.220703 0.182047 0.286745 0.011242 336.022 66.5338
6 0.1634 0.1136 0.182047 0.00782472 267.739 55.5079
7 0.116202 0.125379 0.1136 0.005805 211.499 47.8103
8 0.086991 0.0746501 0.1136 0.005805 211.499 47.8103
9 0.0792779 0.0745489 0.0746501 0.00381352 171.449 38.7511
10 0.0804115 0.0773904 0.0745489 0.00314999 171.333 35.2188
11 0.0595561 0.0496577 0.0745489 0.00314999 171.333 35.2188
12 0.0497483 0.0479818 0.0496577 0.00234469 139.834 30.3852
13 0.0511749 0.0434843 0.0479818 0.00201056 137.454 28.1371
14 0.0614563 0.080347 0.0434843 0.00177107 130.854 26.4081
15 0.0482617 0.0357521 0.0434843 0.00177107 130.854 26.4081
16 0.0272874 0.0280509 0.0357521 0.00145822 118.651 23.9625
17 0.0408772 0.0294584 0.0280509 0.00126613 105.098 22.3285
18 0.0274808 0.0805978 0.0280509 0.00126613 105.098 22.3285
19 0.0341578 0.018377 0.0280509 0.00126613 105.098 22.3285
20 0.0220822 0.0161249 0.018377 0.000962439 85.0663 19.4674
21 0.0299206 0.0346099 0.0161249 0.000864184 79.6836 18.4469
22 0.019504 0.0226502 0.0161249 0.000864184 79.6836 18.4469
23 0.0414909 0.0230172 0.0161249 0.000864184 79.6836 18.4469
24 0.0753635 0.0113103 0.0161249 0.000864184 79.6836 18.4469
25 0.0141483 0.0135137 0.0113103 0.000603612 66.7356 15.417
26 0.0125574 0.0469928 0.0113103 0.000603612 66.7356 15.417
27 0.0329863 0.0236967 0.0113103 0.000603612 66.7356 15.417
28 0.0183822 0.0445825 0.0113103 0.000603612 66.7356 15.417
29 0.0269453 0.00771734 0.0113103 0.000603612 66.7356 15.417
30 0.0311911 0.106712 0.00771734 0.000388025 55.1257 12.3609
31 0.0464571 0.0108611 0.00771734 0.000388025 55.1257 12.3609
32 0.0200476 0.0161598 0.00771734 0.000388025 55.1257 12.3609
33 0.0774469 0.107224 0.00771734 0.000388025 55.1257 12.3609
34 0.0234755 0.00596598 0.00771734 0.000388025 55.1257 12.3609
35 0.0118093 0.00792326 0.00596598 0.000270313 48.4687 10.317
36 0.0339275 0.00789853 0.00596598 0.000270313 48.4687 10.317
37 0.269741 0.0182103 0.00596598 0.000270313 48.4687 10.317
38 0.0544897 0.116244 0.00596598 0.000270313 48.4687 10.317
39 0.0369033 0.0377007 0.00596598 0.000270313 48.4687 10.317
40 0.0672304 0.023668 0.00596598 0.000270313 48.4687 10.317
41 0.189334 1.07838 0.00596598 0.000270313 48.4687 10.317
42 0.180004 0.0219279 0.00596598 0.000270313 48.4687 10.317
43 0.0183346 0.0496843 0.00596598 0.000270313 48.4687 10.317
44 0.0513223 0.0131784 0.00596598 0.000270313 48.4687 10.317
45 0.0121453 0.0173976 0.00596598 0.000270313 48.4687 10.317
46 0.0470521 0.13155 0.00596598 0.000270313 48.4687 10.317
47 0.0522341 0.111701 0.00596598 0.000270313 48.4687 10.317
48 0.306869 0.0207552 0.00596598 0.000270313 48.4687 10.317
49 0.0392392 0.163637 0.00596598 0.000270313 48.4687 10.317
50 0.334351 0.0460115 0.00596598 0.000270313 48.4687 10.317
51 0.0394357 0.00452371 0.00596598 0.000270313 48.4687 10.317
52 0.0785339 0.010306 0.00452371 0.000103139 42.2054 6.37282
53 0.0865753 0.191554 0.00452371 0.000103139 42.2054 6.37282
54 0.34605 0.00614861 0.00452371 0.000103139 42.2054 6.37282
55 0.0121117 0.127866 0.00452371 0.000103139 42.2054 6.37282
56 0.108513 0.318823 0.00452371 0.000103139 42.2054 6.37282
57 1.63844 0.0336849 0.00452371 0.000103139 42.2054 6.37282
58 0.0175163 0.0105198 0.00452371 0.000103139 42.2054 6.37282
59 0.00728758 0.0170645 0.00452371 0.000103139 42.2054 6.37282
60 0.00622238 0.00373159 0.00452371 0.000103139 42.2054 6.37282
61 0.0295139 0.0818664 0.00373159 7.28342e-05 38.3325 5.35535
